id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length
8MR9I,3H6W,Bathroom,6,7,Yes,A person is laughing and holding a phone while sitting next to the sink in a bathroom.,phone;tub,A person sits on the tub while talking on the phone and laughing.,c019 0.40 6.80;c149 0.80 6.50;c151 0.00 3.10;c154 14.20 19.70;c015 3.30 18.90;c152 6.50 18.80,25.42
9EP7R,YMXV,Bedroom,4,6,Yes,"One person sneezes into a pillow as another person runs into the hall, grasps a camera from a desk, and takes a picture.",bed;camera;doorway;phone;picture;pillow,"A person is sitting down on a bed with a pillow on their lap, then then begin to sob into their pillow. Another person comes in the room and takes a picture of Person A.",c015 24.40 32.00;c076 0.00 19.40;c087 21.70 32.00;c018 15.10 32.00;c153 21.20 28.90;c018 17.00 22.20;c150 12.10 18.40;c097 11.60 16.90;c135 0.00 32.00;c153 8.00 13.10,31.29
5C3NY,LTAC,Stairs,5,7,Yes,A person is eating a sandwich under a doorway and then tidying the stairs.,broom;doorway;floor;food;sandwich,person eating and sweeping at the bottom of stairs,c065 0.00 22.60;c156 0.00 22.80;c127 22.90 32.00;c098 21.20 32.00;c102 22.90 32.00;c061 0.00 32.00,30.50
X9WTR,G6WD,Recreation room / Man cave,3,7,Yes,"A person sits in a chair, watching television. The person moves to the sofa and takes homework out of a bag.",bag;book;chair;homework;paper;sofa;table;television,A person sits down in a chair and watches TV. The person moves to a sofa and takes homework from their bag and begins to work on it.,c116 31.60 40.40;c145 36.40 58.80;c132 3.80 22.30;c123 22.50 63.00;c117 28.70 40.10;c059 0.00 25.20;c151 23.20 32.30;c154 19.60 28.10;c027 33.20 39.40;c009 31.90 38.10;c011 24.50 62.70;c032 35.10 62.40;c028 31.90 38.50;c030 23.80 33.00;c026 28.30 37.50,64.50
ZSSNJ,T7C3,Pantry,4,7,Yes,A person turns on the light in their pantry. They grab a broom. The stop and start laughing while playing on their phone.,broom;doorway;light;phone;television,person sweeps floor takes phone out of pocket laughing texting,c015 6.60 35.00;c102 2.10 7.20;c149 7.00 16.50;c098 1.40 6.70;c018 10.20 35.00;c097 0.00 4.40;c098 1.10 35.00;c018 3.20 12.20;c104 0.00 2.90;c152 12.50 35.00,34.42
PHH49,BYF9,Living room,7,7,Yes,A person is laughing at a television then lying on clothes on the floor of a dining room.,floor;television,A person is watching televison then lays down on the floor and laughs.,c131 0.00 21.00;c149 0.00 21.00;c124 7.30 21.00;c125 8.30 13.80;c151 6.40 13.20;c132 0.00 9.80,19.75
VLX0E,3VLX,Stairs,5,7,Yes,A person is seen holding a phone and looking at it. They begin laughing at a picture that they see.,floor;phone,A person is on their phone while laying on some steps and laughing.,c016 0.00 21.00;c149 8.30 21.00;c152 8.50 21.00;c125 0.00 21.00;c015 0.00 21.00,19.75
Y6ROG,L4ZP,Living room,6,6,Yes,"A person is sitting at a desk laughing on the phone, while a laptop is falling out of a bag on the desk.",backpack;bag;floor;phone;sofa;table,A person is sitting down talking on a phone  they then grab a backpack and throw it on the floor and smile.;A person sits on his couch talking on the phone.  Then he grabs something out of a bag.;A person is sitting down on the  sofa talking on the phone then throws backpack on the ground.,c019 0.00 30.00;c149 0.00 8.60;c123 0.00 30.00;c022 12.00 17.40;c152 0.00 10.50;c024 12.10 17.20;c015 0.00 30.00;c126 9.50 17.20;c023 8.00 17.20,29.38
1UNXY,L4ZP,Hallway,6,6,Yes,Person walks down hallway while popping medicine in mouth and drinking a glass of water.  Person then stops in the hallway and straightens picture on the wall.  Person then starts tidying of the floor in the hallway by picking up clothes from the floor.,clothes;cup;floor;food;pill;shelf;water,"This person takes a pill, drinks something, then starts tidying up the floor.",c000 13.70 26.00;c004 13.70 24.40;c127 13.70 24.40;c106 1.00 6.50;c156 0.00 4.20;c082 9.00 16.20;c107 0.00 26.00,24.67
YD9OX,38MV,Bathroom,5,1,No,"A person carrying coffee grasps a towel from the bathroom and runs from the room, while another person closes the door and continues dressing.",clothes;coffee;cup;door;towel,A person in the bathroom is putting on a jacket. Another person walks in to the bathroom while drinking coffee and grabs a towel then turns around and leaves.,c106 4.00 13.90;c033 3.50 16.50;c148 0.00 27.00;c107 2.20 16.10;c035 3.70 11.10,26.04
IZTHW,9Y7F,Stairs,6,7,Yes,"A person picks up a towel and a broom off the stairs, and begins tidying up by setting them aside. They sit down and look at their phone, laughing at what is on the screen",broom;clothes;floor;phone;towel,"A person dragged a broom while walking up stairs.  The person then picked up a shoe and placed it somewhere.  The person then haphazardly swept the stair steps.  Enough work being done for the day, the person then grabbed a phone and began playing with it.",c098 0.00 18.90;c102 2.60 18.10;c034 24.00 29.00;c016 27.80 34.00;c151 22.00 27.50;c149 29.40 34.00;c127 1.30 27.30;c004 1.30 29.00;c018 25.60 34.00,32.83
DQGYG,HR43,Kitchen,5,7,Yes,A person is sitting in a chair smiling. The person stands up and goes to the cabinet and then begins making a sandwich.,bread;cabinet;chair;dish;food,"A person sits on a chair, stands up and takes bread from the cabinet, and places it on a dish.;A person is sitting on a chair in a the kitchen they get up open the cabinet take out some bread open the bread grab a plate and put the bread on the plate.",c113 14.20 19.20;c059 0.00 16.10;c154 12.10 17.50;c119 31.80 40.40;c120 15.80 24.00;c063 14.20 40.00;c061 16.30 43.00;c062 35.30 40.20,41.92
E5CP9,YMXV,Hallway,5,3,Yes,A person is leaving shoes in a cabinet while smiling.,shoe,A person standing in a hallway takes their shoes off one at a time and places them at the bottom of a stairway.,c057 0.40 25.20;c152 0.00 29.30,31.29
V95RI,DXDI,Hallway,7,7,Yes,A person is holding dishes and pouring liquid onto a pillow.,dish;floor;glass;pillow,A person is holding a glass and some dishes. The person begins pouring water onto a pillow on the floor.;Person standing in the hallway taking a glass of water and pouring water onto a pillow that is laying on the floor while holding a dish.,c118 0.00 23.00;c124 0.00 19.00;c107 0.00 23.00,22.21
Q7DEB,KFGP,Kitchen,5,7,Yes,A person is seen laughing with a broom in their hand. They start grasping a laptop which is playing videos.,broom;laptop,The person is walking around with a broom. The person picks up and checks their laptop.,c098 0.00 26.00;c047 13.30 26.00;c050 12.10 17.50,24.92
NGHT9,JVLO,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,One person is walking with the laptop into the closet while another is sneezing at the bright light.,doorway;laptop;paper/notebook,the little boy walks into the house from outside withe a laptop in his hand and another boy from in the hose is sneezing.,c047 0.00 11.00;c153 10.10 29.10;c097 0.00 11.70;c115 0.00 10.70,29.38
1JH1W,Z68L,Bathroom,5,6,Yes,Person looks at picture while washing hands at the sink. Person closes water spigot and walks out.,doorway;hand;picture;sink;water,The person walked into the bathroom and washed their hands. The person paused and looked at a picture hanging on the wall. They then dried their hands and left the room.,c139 0.50 24.20;c088 4.10 16.60;c097 1.60 7.10,42.25
82XWA,0KZ7,Closet / Walk-in closet / Spear closet,6,7,Yes,"A person is awakening and then snuggling in a pile of clothes, then using the phone and smiling into a mirror in  Closet / Walk-in closet / Spear closet.",blanket;clothes;floor;mirror;phone;wardrobe,Person lying on the floor snuggling clothes pick up a phone to use.  Picks up a mirror and look into it.;A person laying on the floor of a laundry room cuddles with some clothes. The person picks up a phone and sets it back down. The person picks up a mirror and looks at themselves.,c015 6.00 17.20;c018 5.90 10.90;c094 16.00 25.00;c146 0.00 10.20;c124 0.00 21.70;c017 6.20 17.60;c093 14.20 25.00;c152 18.10 23.30;c072 2.10 9.70;c072 0.50 21.60;c125 18.40 25.00;c000 0.10 21.60;c096 15.30 25.00,24.08
8AT69,2RTW,Living room,7,7,Yes,A person is snuggling on the sofa with a blanket watching television.,blanket;sofa;television,A person sits on the sofa covered with a blanket and watches tv.,c072 0.00 31.00;c123 0.00 31.00;c132 0.00 31.00,30.46
DAS12,8718,Bathroom,5,6,Yes,A person drinks coffee in the bathroom. The person then puts shoes into a bag and puts them on a shelf.,bag;cup;shelf;shoe;toilet,A person is sitting on the toilet drinking coffee. The person then grabs a bag and puts some shoes in it and puts the bag on a shelf.,c022 27.60 35.00;c081 27.80 35.00;c106 0.00 17.10;c154 13.60 21.00;c054 17.80 30.30;c023 14.80 19.90;c020 15.30 35.00;c021 15.90 22.50,33.79
MS58Y,4I2W,Entryway (A hall that is generally located at the entrance of a house),5,6,Yes,A person is running through the doorway. They grasp a towel as they leave the room.,doorway;towel,A person walks up stairs into a house.  They grab a towel and wipe their brow and walk through a second doorway.,c033 9.50 31.00;c035 7.70 16.10;c038 10.90 18.80;c097 0.00 9.80;c150 0.00 9.00,29.83
JOBFJ,ID9V,Bedroom,2,7,Yes,A person puts their shoes on a table then grasps a box off the floor.,box;chair;dresser;shelf;shoe;table,A person is picking up shoes and putting them on a table. They pick up a box and put it on the table.;A person holds shoes and puts them on top of a dresser. They pick up a box and shake it.,c056 0.00 6.40;c042 15.60 29.00;c009 0.10 17.20;c054 2.40 9.90;c040 15.60 29.00;c043 15.60 29.00;c053 0.60 8.80;c059 0.00 29.00;c151 0.00 4.40;c081 1.70 9.10,27.67
QRWQ3,D0RU,Kitchen,7,7,Yes,"A person is pouring some water into a pan that is on a stove. After a few second of pouring, the person turns the stove on and walks over to a box set on the counter. The box is then opened up and the person pulls out a bottle of medicine.",box;container;dish;food;glass;medicine;pills;pot;shelf;stove;table;water,"A person is cooking something on a stove. He then opens up a container and takes out some pills.;A person cooking on the stove, pours water into a pot, then lights the stove, and takes out pills.",c041 26.10 33.30;c147 19.10 29.00;c128 31.30 37.00;c147 2.10 27.40;c081 12.80 18.40;c118 6.00 18.40;c119 13.00 18.40,35.71
CSHUE,HJJ4,Kitchen,7,7,Yes,"A person cooking in the kitchen sneezes into the crook of their arm.  They begin putting a blanket into their refrigerator, when they realize what they are doing, and put away something that actually goes into the refrigerator instead.",blanket;bowl;dish;food;pan;refrigerator;spoon;stove;towel,"A person is cooking some food at a stove, they then sneeze and grab a towel and begin to put it in the fridge, they stop, throw it down, then grab a dish and put it in the fridge.;This person got confused putting the wrongs items in the refrigerator while trying to cook.",c074 12.80 18.10;c143 8.10 16.40;c153 3.10 10.70;c071 13.10 17.90;c142 18.00 23.00;c147 0.00 7.60;c120 14.60 20.00;c033 6.90 17.70;c034 13.50 17.90;c035 6.80 11.50,21.54
SG8ZR,3H6W,Recreation room / Man cave,3,7,Yes,A person is snuggling on a couch with a blanket in a recreation room.  The person is opening a beer. The person puts the beer cap into a bag.,bag;blanket;drink;glass;sofa,A man sits on a couch and snuggles with a blanket before opening a drink and drinking from it.;a person sits on the sofa and snuggles with a blanket then drinks something and plays with a bag,c123 3.20 48.40;c072 2.20 19.70;c151 2.20 8.20;c154 44.70 50.90;c109 26.40 35.70;c022 33.90 41.40;c070 1.70 18.70;c020 32.20 40.90;c122 3.50 18.00;c106 28.40 33.90;c107 28.40 33.90;c021 32.40 40.70,49.83
TDHM0,X5XO,Basement (A room below the ground floor),6,5,Yes,A person is grasping a doorknob and then sneezing into a phone in the basement.,door;phone,A person holds onto a doorknob and sneezes while looking at their phone.,c141 1.00 31.00;c016 6.00 29.00;c153 6.00 13.70;c008 25.80 31.00,30.29
FU5NY,3VLX,Living room,6,7,Yes,"A person carries a cardboard box over to the window in the living room, and sets it down on the floor.  They turn and walk away, leaving the box there by the window.  Walking away, they turn for just a moment, and looking back at the box they suddenly begin laughing.  After a few seconds of strange laughter, they continue to exit the living room.",box;floor,A person walks into a room and throws a box onto the floor. They walk away and throw the box on the floor.,c045 3.50 12.10;c126 3.40 12.20;c042 4.30 9.60;c040 1.00 8.70,20.33
9HVZN,0KZ7,Garage,6,7,Yes,"A person walks into the garage, takes a pillow from the shelf, and leaves.",doorway;pillow;shelf;something,person walks in a garage and gets a pillow and walks out,c079 13.20 28.00;c097 0.00 4.10;c076 12.50 28.00,27.33
CK3H7,LTAC,Bedroom,5,7,Yes,"A person is sitting at the desk folding clothes.  The person takes the clothes and puts them in the wardrobe, then lays on the bed under the blanket.",bed;blanket;closet;clothes;desk;wardrobe,A person sits at a desk and put clothes away into a wardrobe.  The person then lays down on a bed and covers up with a blanket.,c113 20.90 26.50;c072 33.90 39.00;c134 35.00 39.00;c001 22.00 30.00;c004 0.00 30.50,38.21
WL1DJ,TGGT,Bathroom,4,6,Yes,A person is taking a mirror from the bathroom shelf and laughing at the reflection in the mirror.,camera;mirror;picture;shelf,A person walking into a bathroom picking up a mirror and setting it back down.;Person walk into the bathroom pick a camera off the shelf and then began to take a picture while standing in front of a mirroe.,c096 18.90 33.10;c087 20.90 34.60;c017 29.90 35.00;c015 12.10 35.00;c081 5.00 11.20;c152 22.80 27.50,33.92
MF09L,L4ZP,Kitchen,6,6,Yes,"Person opens cabinet, pulls out dishes, closes cabinet and sets the table in the ding room.  Person then fills glasses with water. Person then takes drink from water.  Person then pulls camera from pocket and takes a picture of the table.",bottle;cabinet;camera;cup;dish;glass;picture;table;water,"A person opens a cabinet, grabs a few dishes, and sets the table, then pours water in a cup.;A person is walking to a china cabinet and taking dishes out. They then pour water in a glass and take a picture of it.",c119 1.30 30.00;c113 0.00 10.50;c087 39.40 52.00;c118 30.10 40.80;c009 7.00 16.60;c120 0.00 29.50;c018 39.10 44.90;c109 10.10 15.60;c108 27.80 33.90;c110 7.50 12.00;c107 7.00 39.00;c106 32.00 37.00;c015 39.00 49.00;c016 39.00 49.00;c018 41.70 51.80;c109 0.00 50.00;c108 17.50 36.90;c112 0.30 47.00,51.33
QIQUA,L4ZP,Living room,6,6,Yes,The person is running the vacuum and washing the window while laughing in the dining room.,floor;towel;vacuum;window,A person is cleaning the floor with a vacuum. A person is cleaning a window with a towel.,c137 1.10 36.00;c091 3.40 16.20,34.58
FJXBX,L4ZP,Dining room,6,6,Yes,"A person takes a book from a table in the dining room. The person closes the book, looks into the mirror, and smiles.",book;hair;mirror;table,"A person is picking a book up off the table and reading it. The person sets the book back down and walks over to a mirror and looks at their reflection in it.;A standing person picks up a book from a table, looks at it and puts it own, then walks to mirror to look into it while studying their face.",c026 0.00 18.40;c032 0.60 17.40;c096 14.70 30.00;c025 8.00 13.00;c027 1.20 6.30;c144 16.80 24.00;c028 7.20 14.50;c030 0.00 5.80,29.29
GUYVC,BYF9,Living room,4,7,Yes,One person works with a vacuum cleaning under a table while another person eats at a sofa.,floor;food;sofa;vacuum,Person A is sitting on a sofa eating and Person B is sitting down on the floor vacuuming the room.,c123 0.00 22.00;c137 0.00 22.00;c156 0.00 22.00;c127 0.00 22.00,21.50
HS521,XXN8,Bathroom,6,7,Yes,A person in the bathroom talking on the phone and laughing. Then they open the door turn off the light and leave the bathroom.,door;light;phone,A person answered the phone.  The person then began talking of a phone.  A person then turned off the lights.,c105 24.10 29.70;c019 0.00 28.00;c149 6.80 14.70;c015 0.00 29.40,31.79
1UFW1,LTAC,Pantry,7,7,Yes,A person is grasping a bottle of medicine and then working on organizing food on a shelf in the pantry.,bottle;box;food;medicine;shelf,"The person is placing several items and on shelves and arranging the same items.;A person takes a bottle off a shelf, and then places bananas on the shelf. The person begins cleaning up the shelf.",c128 0.10 13.90;c062 13.20 22.20;c081 13.70 26.80;c061 0.00 31.00;c063 0.00 5.20;c082 16.90 31.00,30.38
R2KI4,L4ZP,Home Office / Study (A room in a house used for work),4,5,Yes,"A person in their home office is walking around in circles while holding a camera. They stop and put down their camera, while drinking from a glass of water. There is a laptop on the table that the person turns on.",cup;dish;glass;laptop;phone/camera;table;water,"A person walks around in circles in a room, then picks up a glass off a table, drinks from it, and watches something on their laptop.",c106 21.70 34.00;c051 20.40 33.60;c017 20.40 25.60;c018 2.30 7.10;c016 3.10 25.60;c015 2.10 25.20;c118 19.90 34.00;c052 27.00 34.00;c009 20.40 26.10,32.71
RLA7N,9PLL,Kitchen,6,6,Yes,The person was cooking dinner while watching a cooking show on television.  The person then started washing dishes.,dish;food;television,A MAN IS MAKING SOMETHING ON A SKILLET AND TURNS AROUND TO LOOK INTO A NOTHER ROOM AND WALKS AND CLEANS A PLATE,c121 26.40 39.00;c147 5.00 13.50;c118 27.90 38.50;c120 26.00 30.90,37.79
6RQHT,1OHU,Garage,3,6,Yes,"A person is in their garage watching a small television sitting on a shelf. They dress in their winter clothes leave, and close the door.",bike;clothes;counter;desk;jacket;phone,Someone is watching a video on their phone. They put on a jacket that they were holding in their hands and walks off.;someone stadning and watching something on a phone,c000 0.00 20.40;c148 10.20 21.60,22.00
EHYXP,L4ZP,Hallway,6,1,No,One person fixes the place settings on the table by rearranging the dishes. Another person brings in a bag of groceries and places some food on the plates. Both people sit down and have a drink.,dish;door;window,"A person is coming out the bathroom, when another person enters.;The person in the video is walking through the hallway and passes by another person, and smiling the whole time.",c097 1.30 7.00;c152 2.20 7.70;c008 0.00 6.00;c120 3.40 9.80;c150 5.20 16.10;c141 1.80 6.60;c118 2.70 8.00,19.88
GKII3,KFGP,Bathroom,6,7,Yes,"A person is sitting in a bathroom holding a broom, they get up and as they are leaving they close the door behind them.",broom;chair;door,A man is sitting in a bathroom with a broom.  He then stands up and walks out of the bathroom and closes the door.,c006 15.20 28.00;c098 0.00 28.00;c154 9.90 15.10;c059 0.00 14.00;c141 13.60 19.10;c097 15.30 21.80,27.04
X91NG,P7D1,Entryway (A hall that is generally located at the entrance of a house),3,7,Yes,"A person is in an entryway, watching out a window and tidying with a broom.",broom;door;floor,A person sweeps dirt out of an open door and then closes the door and leans the broom the wall;A person is sweeping around a door and opens the door twice.,c102 0.00 33.10;c006 29.60 38.10;c098 0.00 38.50;c127 0.00 15.40;c008 22.50 27.80;c099 32.90 37.90;c141 12.80 17.70;c141 22.10 28.60,38.75
3S6WL,QB52,Bedroom,5,1,No,"A person puts some shoes in a box. They pick up a bag a hold it in the right hand, and leave.",bag;bed;hands;shoe,"A person is sitting on a bed rubbing their hands together. Then they take a shoe off the bed and grab a plastic bag, tie it up and walk away with it.;A person is sitting on a bed going through a bag before getting up.",c020 10.10 32.00;c154 22.50 27.90;c135 0.00 24.40;c056 5.10 12.90;c021 10.30 24.20;c023 9.20 16.60,30.62
K8H4G,HR43,Bedroom,7,7,Yes,A person stands in front of their bed pouring clothes out of a bag. Then the person leaves the room.,bag;bed;clothes,"A person dumps some clothes from a bag onto their bed, they then walk out of the room.",c001 0.00 13.70;c023 0.30 4.80;c020 0.00 3.60;c022 6.80 11.40;c021 1.00 6.30,23.38
OJGGZ,L4ZP,Kitchen,4,5,Yes,"A person is tidying the shelf, then pouring food into a bin, then putting away groceries and taking off shoes in the pantry.",bowl;cabinet;containers;counter;cupboard;dish;food;glass;groceries;plate;shelf;shoe;table,"A person is adjusting a plate on the counter, then they turn to the table and pour food from one container to another. Then they turn back to the counter and put the plate in the cupboard along with a glass. Then they take off their shoes.;a person tidies up some things in a kitchen and puts something in a bowl",c081 32.90 41.60;c062 8.20 37.80;c113 30.30 36.90;c119 11.50 24.80;c130 6.60 41.40;c009 7.10 33.40;c057 38.30 45.00;c061 0.00 43.40;c112 32.70 42.90,44.21
M2F66,DXDI,Laundry room,5,7,Yes,"One person walks in, starts washing a load of clothes, tidies up a bit, then leaves with a book.",book;bottle;closet/cabinet;clothes;detergent;door;washer,"A person is putting clothes in the washing machine. The person puts detergent on the clothes. A person begins tidying up the shelf, grabs a book, closes the door, and walks away.;A person enters the room and puts some laundry in the washer. They get a bottle of detergent and put some in the washer. Then they close the washer door and put away the detergent bottle. They close the door to the laundry room and get a book and walk out of the room.",c000 0.00 11.90;c026 40.30 49.00;c006 17.10 23.00;c008 1.10 10.70;c001 0.00 23.50;c002 0.00 5.10;c005 9.60 24.50;c107 8.90 14.30;c112 37.40 47.20;c097 0.00 5.90,48.33
GCWNT,HJJ4,Bedroom,5,6,Yes,A person is tidying their wardrobe and closing the door and then grabbing some food,bowl;closet;door;food;shelf,"The person is fixing stuff in the closet, and then picks up a bowl and starts eating.;A person closes a closet door and eats some food.",c006 8.40 14.90;c061 12.30 24.00;c112 8.60 14.90;c114 0.00 11.80;c063 11.90 16.70;c156 14.70 24.00,22.88
1JYPW,XXN8,Home Office / Study (A room in a house used for work),5,7,Yes,A person is tidying up their books and putting some boxes away.,book;box;shelf,Person moving books from one shelf to another trying to arrange stuff on the bookshelf.,c043 18.20 29.80;c030 0.00 18.30;c082 0.00 31.00;c026 0.00 3.50;c042 14.10 21.20;c028 0.00 18.10;c040 17.60 27.90;c081 0.00 21.90;c039 17.90 27.50,30.46
IDACP,HJJ4,Entryway (A hall that is generally located at the entrance of a house),6,6,Yes,"One person closes a desk, then dresses into a coat and a pair of shoes.",clothes;coat;shoe;table,A person is fixing an item on a table. A person then puts on their coat and shoes.;The person walked into the entryway and closed a table drawer. The person then put on a coat and shoes.,c055 12.50 23.50;c148 4.90 14.40,22.96
IKZJE,EXQX,Hallway,6,6,Yes,"A person is washing the large picture on their wall. Then, smiling, the person picks up their camera and takes a photo of the picture.",camera;phone;picture;towel;wall,A person is washing a picture on the wall with a towel. They take a photo of the picture with their camera.,c087 23.00 33.80;c015 9.30 33.80;c088 7.40 12.70;c018 21.70 28.20;c038 37.90 43.80;c035 0.00 5.20;c033 0.30 10.70;c016 8.40 34.40,64.75
I7DWS,WG9D,Kitchen,5,7,Yes,One person stands holding a towel in front of the refrigerator while eating something.,food;something;towel,A person is standing by refrigerator holding a towel in one hand and sandwich in other.,c033 0.00 9.00;c156 0.00 9.00;c061 0.00 9.00,7.62
OSENM,9PLL,Hallway,5,7,Yes,"A person is pouring a glass of water in their hallway. They are sitting down and holding a camera, attempting to take a picture of themselves.",camera;floor;glass;phone;picture;water,"A person pours a glass of water onto the floor, then sits on the floor and takes a photo with a cell phone camera.",c015 25.00 34.00;c151 5.50 14.90;c087 24.70 34.00;c109 5.30 10.80;c125 8.10 34.00;c107 0.00 10.60,33.08
HL9YR,T7C3,Stairs,5,6,Yes,A person is sitting on the stairs working on their laptop while taking off their shoes. The person starts laughing then closes the laptop.,laptop;shoe;stairs,"A person is sitting on the stairs looking at a laptop. They take of their shoes and put them on the floor.  They type while smiling before closing the laptop and coughing.;A person is sitting on some stairs using a laptop, they then take off their shoes and begin smiling and laughing. They close their laptop.",c046 31.20 42.00;c051 0.00 6.10;c053 13.70 19.90;c152 18.80 35.40;c057 2.50 9.50;c047 0.00 42.00;c052 0.00 42.00;c054 1.90 27.50;c149 19.00 38.90;c056 1.50 27.90,40.67
XXMN1,9Y7F,Kitchen,5,6,Yes,Person standing by pantry and holding box of groceries looks at another person and starts laughing.,bag;box;counter;food;groceries;table,A person is holding a box of groceries while another person leans against the counter. The person picks up some food out of the box and holds it up.;a couple of people standing and one person with a bag in a pan,c020 0.00 7.70;c044 16.20 22.50;c009 0.80 12.30;c063 16.80 22.00;c061 0.00 11.80;c149 21.20 32.00;c062 3.70 10.00,30.75
XFLQH,D0RU,Bedroom,6,6,Yes,"Two persons are lying on the bed snuggling.  One person gets up and opens a box next to the bed.  The person pulls dishes out of the box, smiles, and puts them on the shelf.",bed;blanket;box;dish;shelf,"a person is sleeping and wakes up and grabs a box and puts it on the bed, another person is in the bed, the first person puts something on a shelf;A person is lying in bed underneath a blanket. They get up and grab a box from a table and walk to the other side of the room. They take some items out of the box and place them on a shelf.",c081 26.00 36.00;c041 21.00 26.00;c044 26.00 36.00;c119 29.00 36.00;c154 20.00 31.00;c072 15.00 36.00;c040 16.20 24.70;c043 12.80 26.80;c134 0.00 12.50;c120 23.10 36.00;c146 3.80 14.20;c074 7.30 13.30;c133 3.80 14.20,34.88
WX4AP,BYF9,Bedroom,7,7,Yes,A person is playing on their laptop while drinking a glass of water. The person grabs a piece of food.,bed;cup;food;glass;laptop;table;water,A person is sitting at bed.  The person is on a laptop and takes a drink.,c106 9.50 16.50;c052 0.00 21.00;c107 7.90 18.60;c014 0.00 11.60;c051 0.00 21.00;c152 0.00 5.00;c011 0.00 21.00;c135 0.00 21.00;c110 8.20 12.80,20.50
24B2K,3H6W,Basement (A room below the ground floor),7,7,Yes,A person is seen drinking water and eating a sandwich. They look in a box and start snuggling up to a blanket.,blanket;box;cup;dish;floor;food;sandwich,"A person sits down behind a closed door and eats a sandwich, drinks water, looks at a box, and snuggles with a blanket before standing up.",c073 33.10 39.80;c067 7.70 19.30;c040 27.10 36.80;c106 18.80 26.80;c072 34.70 47.90;c068 15.30 20.10;c039 27.70 36.30;c156 8.00 20.90;c154 44.40 50.60;c065 7.40 20.90;c069 5.00 12.00;c041 26.90 34.60;c151 3.40 11.70;c125 8.50 49.50;c109 22.60 28.70;c071 43.10 48.70;c152 36.60 47.90;c107 18.80 27.40;c118 6.60 19.30;c043 31.50 37.90;c070 34.70 49.20;c119 21.50 29.00;c042 31.50 37.30;c063 6.60 30.10;c062 6.90 30.30;c061 6.60 30.30;c120 6.60 30.30;c110 6.60 30.30,53.92
UB3KO,3VLX,Kitchen,6,6,Yes,"A person stands over the stove, cooking a piece of meat. The person consults a recipe on their laptop.",dishes;food;laptop;sandwich;stove,a person turns on the stove and cooks something then opens their laptop;A person is cooking on a stove making a sandwich they open their laptop and work on it then they use the spatula to turn the sandwich.,c147 4.20 11.20;c048 20.80 26.30;c052 23.10 38.50;c147 1.00 8.90;c069 5.50 11.70;c061 7.00 20.30,42.92
5B2K2,9Y7F,Entryway (A hall that is generally located at the entrance of a house),6,5,Yes,"In the entryway, two people are snuggling and laughing while one keeps taking pictures of shoes.",door;phone/camera;pic;shoes;wall,"two people standing in a doorway to the outside, one person walks outside to take a picture of shoes;The people in the video are laughing and smiling and joking around with each other, while the other takes a pic of a object in the corner.",c149 3.20 9.90;c087 22.60 31.00;c152 6.20 12.30,30.38
O0R1A,EIO2,Bathroom,6,6,Yes,A person is throwing clothes into a laundry basket while another person is eating near a light in the kitchen.,bucket;cabinet;clothes;food;medicine;towel,"A person throws a towel into a bucket. Another person is eating food off of a cabinet.;Person standing in room looking at bucket, throws clothes in bucket. Another person in room picking up object off counter and placing in mouth multiple times.",c156 5.90 32.00;c034 1.70 8.60;c036 1.20 8.60;c003 1.10 8.80;c063 8.90 16.80;c063 13.10 20.20;c129 8.90 16.60;c129 13.20 20.20,30.83
18HFG,UTMU,Kitchen,7,7,Yes,A person is holding a camera and taking a picture.,camera;phone;picture,A person is taking a picture of a shelf then walking away.,c015 0.10 23.40;c087 4.70 20.60;c018 0.20 7.70,24.79
MV37M,BYF9,Kitchen,6,7,Yes,A person in the kitchen is eating some groceries. They begin throwing some clothes on the floor while laughing at how silly they seem.,floor;food;plate;towel,A person is standing in the kitchen eating some food off a plate. The person then picks up some towels and begins throwing them onto the floor.;A person is standing by a counter and eating some sort of food. Then they grab some rags and throw them on the ground and smile.,c126 10.10 18.50;c156 0.00 6.10;c063 0.00 6.80;c036 10.20 19.00;c152 15.40 24.00;c062 0.00 5.20;c061 0.00 5.00;c033 8.60 18.40;c035 7.70 12.50;c149 20.40 24.00,23.29
T1XP2,D0RU,Home Office / Study (A room in a house used for work),4,7,Yes,"Person 1 is standing in the middle of the study, arms folded, laughing at the television. Person 1 then walks to the door and begins sneezing.",book;chair;door;picture;table;television,a person reading a book and then stands up and watches tv;A person is studying a book.  The person watches television and walks to a door to sneeze.,c153 18.10 31.10;c132 6.20 21.80;c011 0.20 11.30;c059 0.30 11.30;c088 1.20 9.60;c032 1.20 9.60,30.92
1D2OX,EA2K,Closet / Walk-in closet / Spear closet,5,1,Yes,A person is tidying the cabinet with the shoes in it.  Then the person is walking while talking on their phone.,shelf;shoe,"A person is picking up shoes from the shelf, and tidying up.;A person is putting shoes on a shelf and tidying up.",c053 0.00 27.20;c081 6.70 14.10;c082 0.00 29.20;c054 0.00 29.70,30.83
LZUAY,T7C3,Pantry,7,7,Yes,A person is standing in the doorway is fixing a sandwich while distracted by something outside the window.,container;dish;doorway;sandwich;window,"A person stands in a doorway, making a sandwich while holding a container. The person is then looking out the window.",c066 0.00 28.00;c092 8.30 28.00;c118 0.00 28.00,27.50
